adress,area,floor,price,rooms,total_floors,year
"Самара, Ялтинская улица, 32, Октябрьский, Самара, Самарская область",58.5,9/17,4500000,2,19,2008
"ул.22 Партсъезда, 225, Промышленный, Самара, Самарская область",92.0,16/17,6300000,3,,1
"Самара, проспект Карла Маркса, 197, Октябрьский, Самара, Самарская область",41.0,3/5,2790000,2,5,1962
"Самара, Партизанская улица, 106, Железнодорожный, Самара, Самарская область",30.5,4/5,1800000,1,5,1962
"Самара, Пионерская улица, 34, Самарский, Самара, Самарская область",37.0,1/1,2500000,2,2,1903
"Самара, Первомайская улица, 36, Октябрьский, Самара, Самарская область",79.3,4/5,5000000,4,5,1970
"Самарская область,Самара,Кировский район,15 микрорайон,Карла Маркса проспект,500, Кировский, Самара, Самарская область",76.0,4/5,2500000,4,5,1972
"Самара, Ново-Садовая улица, 281, Октябрьский, Самара, Самарская область",44.0,3/5,3050000,2,5,1969
"Самара, улица Дыбенко, 27А, Советский, Самара, Самарская область",43.0,21/25,3800000,2,2,1955
"жилой район Южный Город - 1, Волжский район, Самарская область, Подстепновская улица, 16, Самара, Самарская область",32.0,7/9,1590000,1,10,2017
"Россия, Самарская область, Самара, Советской Армии, 119, Советский, Самара, Самарская область",46.3,11/16,1898710,1,10,1994
"Самара, улица Степана Разина, 150, Самарский, Самара, Самарская область",274.9,12/12,19792800,5,2,1
"Самара, Партизанская улица, 180, Советский, Самара, Самарская область",45.0,3/5,1990000,2,5,1964
"Самарская область,Самара,Ленинский район,Ленинская улица,151, Ленинский, Самара, Самарская область",61.6,12/17,4400000,1,20,2015
"Карла Маркса пр-кт, 19, Железнодорожный, Самара, Самарская область",68.0,6/12,3800000,3,12,1989
"Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 9, Красноглинский, Самара, Самарская область",29.9,2/3,1430000,1,3,2014
"Самара, Волжский проспект, 39, Ленинский, Самара, Самарская область",62.0,3/5,6700000,2,,
"Самара, Серноводская улица, 154, Кировский, Самара, Самарская область",54.0,2/2,1600000,3,2,1956
"Самарская область,Самара,Куйбышевский район,Белорусская улица,87к2, Куйбышевский, Самара, Самарская область",55.0,7/10,3100000,2,10,2001
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 3, Красноглинский, Самара, Самарская область",56.8,3/3,2450000,2,3,2012
"Самара, Галактионовская улица, 130, подъезд 3, Ленинский, Самара, Самарская область",112.0,4/10,7500000,4,12,1973
"Россия, Самарская область, Самара, Комсомольская ул, 30, Самарский, Самара, Самарская область",28.0,2/2,1300000,1,2,1917
"Самара, Печерская улица, 29, Октябрьский, Самара, Самарская область",88.0,4/22,7300000,3,24,2014
"Самара, улица Чкаловский Спуск, 1, Ленинский, Самара, Самарская область",45.0,3/5,3650000,2,5,1958
"Самара, Щигровский переулок, 12, Промышленный, Самара, Самарская область",30.0,9/9,1580000,1,9,1999
"Россия, Самарская область, красноглинский р-н, г. самара, евгения золотухина, д. 15, кв. 21, Красноглинский, Самара, Самарская область",30.1,3/5,828000,1,3,2012
"Самара, 3-я просека, 250, Октябрьский, Самара, Самарская область",82.0,12/15,8200000,3,17,2007
"Самара, улица Аминева, 11, Промышленный, Самара, Самарская область",31.0,7/9,2490000,1,9,1986
"Самара, улица Стара Загора, 25, Октябрьский, Самара, Самарская область",44.0,8/10,3200000,1,10,2005
"Самарская область,Самара,Железнодорожный район,Тухачевского улица,40а, Железнодорожный, Самара, Самарская область",71.0,22/25,3300000,2,12,1985
"посёлок Мехзавод, Самара, 16-й квартал, 20, Красноглинский, Самара, Самарская область",43.0,1/9,2450000,2,,
"Самара, Ташкентская улица, 160, Кировский, Самара, Самарская область",36.0,5/5,2100000,2,5,1980
"Самарская область,Самара,Промышленный район,Заводское шоссе,65, Промышленный, Самара, Самарская область",23.0,4/9,1150000,1,9,1981
"Карла Маркса пр-кт, 32, Ленинский, Самара, Самарская область",100.0,4/16,7950000,3,16,2009
"Россия, Самарская область, Самара, Красных Коммунаров ул, 20, Советский, Самара, Самарская область",38.0,5/5,1900000,2,5,1959
"Самара, улица Осипенко, 14, Октябрьский, Самара, Самарская область",33.0,3/9,3000000,0,9,1970
"Самара ул. Советской Армии д. 144, Советский, Самара, Самарская область",47.0,4/5,2900000,2,5,1968
"Самарская область,Самара,Железнодорожный район,Спортивная улица,5, Железнодорожный, Самара, Самарская область",49.4,7/9,3500000,2,9,1975
"Самара, улица Авроры, 111, Советский, Самара, Самарская область",46.6,2/5,2800000,2,5,1963
"ул Запорожская, 43, Советский, Самара, Самарская область",23.0,1/5,1350000,1,5,1973
"Самара, Зубчаниновское шоссе, 169, Кировский, Самара, Самарская область",64.0,4/5,2950000,3,5,1973
"Самара, Подшипниковая улица, 22, Октябрьский, Самара, Самарская область",32.0,3/5,2100000,1,5,1967
"Самара, Пугачёвская улица, 61, Кировский, Самара, Самарская область",30.0,2/9,1630001,1,9,1978
"Самара, Демократическая улица, 188, Кировский, Самара, Самарская область",65.0,1/3,3200000,2,3,2013
"Самара, Молодёжная улица, 8Б, подъезд 2, Промышленный, Самара, Самарская область",63.0,14/16,4900000,2,17,1994
"Самара, улица Тухачевского, 40А, подъезд 1, Железнодорожный, Самара, Самарская область",47.1,24/25,2350000,1,12,1985
"пр-т Карла Маркса, д. 4А, Железнодорожный, Самара, Самарская область",90.0,12/20,6200000,3,25,2015
"Самарская область,Самара,Кировский район,Нагорная улица,136а, Кировский, Самара, Самарская область",77.3,7/10,3700000,3,10,2001
"Самарская область,Самара,Куйбышевский район,Игоря Егорова улица,9, Куйбышевский, Самара, Самарская область",73.6,4/5,2620000,3,5,1997
"Самара, проспект Кирова, 36А, Промышленный, Самара, Самарская область",33.1,9/9,1170000,2,9,1975
"Южный город,Раздольная,3, Самара, Самарская область",35.0,4/5,1800000,1,5,2014
"Самара. Улица Чкалова 72, Ленинский, Самара, Самарская область",152.0,7/8,9400000,3,11,2015
"Самара, улица Антонова-Овсеенко, 2, Советский, Самара, Самарская область",31.5,5/5,1850000,1,5,1965
"Самара, Ново-Садовая улица, 42, Октябрьский, Самара, Самарская область",72.0,1/9,5000000,3,9,1971
"Самара, Солнечная улица, 18, Октябрьский, Самара, Самарская область",67.0,7/25,4750000,2,27,2016
"Самарская область,Самара,Октябрьский район,Челюскинцев улица,14, Октябрьский, Самара, Самарская область",22.0,4/9,1952000,1,9,1975
"Самарская область,Самара,Красноглинский район,16-й квартал,3, Красноглинский, Самара, Самарская область",64.0,5/9,3300000,3,,
"Самара, улица Куйбышева, 49, Самарский, Самара, Самарская область",108.0,1/2,2160000,4,2,1
"Самарская область,Самара,Куйбышевский район,Таганская улица,6б, Куйбышевский, Самара, Самарская область",42.4,1/3,1490000,2,2,1954
"Самара, улица Мичурина, 139, Октябрьский, Самара, Самарская область",38.0,5/5,2250000,2,5,1967
"Самарская область,Самара,Кировский,Карла Маркса проспект,464, Кировский, Самара, Самарская область",63.0,1/5,2290000,3,5,1972
"Самара, поселок Кирзавод-6, Сиреневый переулок, 14, Куйбышевский, Самара, Самарская область",27.0,2/3,860000,1,3,2010
"Самара, Аэродромная улица, 29, Железнодорожный, Самара, Самарская область",45.0,3/5,2700000,2,5,1963
"Солнечная, 30а, Промышленный, Самара, Самарская область",120.0,2/3,10500000,3,3,2007
"Самарская область,Самара,Куйбышевский район,Осетинская улица,2, Куйбышевский, Самара, Самарская область",102.0,1/17,4700000,4,17,2014
"Самара, улица Волгина, 140, Железнодорожный, Самара, Самарская область",61.0,2/5,2950000,3,5,1963
"Самара, улица Мечникова, 50А, Железнодорожный, Самара, Самарская область",43.0,11/17,3600000,1,17,2010
"Самарская область,Самара,Красноглинский район,Евгения Золотухина улица,34, Красноглинский, Самара, Самарская область",38.0,3/3,1500000,1,3,2012
"Самарская область, Волжский район, сельское поселение Лопатино, посёлок НПС Дружба, улица Дружбы, 10, Самара, Самарская область",44.2,2/2,1400000,2,2,1973
"Россия, Самарская область, Самара, Волжский пр-кт, 45, Октябрьский, Самара, Самарская область",62.0,5/5,5300000,2,5,1959
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 16, подъезд 1, Красноглинский, Самара, Самарская область",34.5,3/3,1500000,1,3,2013
"Самара, Молодёжная улица, 18, Промышленный, Самара, Самарская область",65.0,12/25,4950000,2,27,2016
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 72, Красноглинский, Самара, Самарская область",33.0,3/3,1250000,1,3,2014
"Самара, улица Советской Армии, 153, Советский, Самара, Самарская область",42.1,1/5,2350000,2,5,1968
"жилой район Южный Город - 1, Волжский район, Самарская область, Весенняя улица, 4, Самара, Самарская область",33.8,2/3,2070000,1,3,2013
"Самара, Ново-Садовая улица, 164А, Октябрьский, Самара, Самарская область",35.0,2/4,2480000,1,5,1974
"Самара, Ново-Вокзальная улица, 227, Промышленный, Самара, Самарская область",58.0,3/5,2650000,3,5,1967
"ул. Мечникова, д. 5, Железнодорожный, Самара, Самарская область",92.9,6/18,4080000,3,19,2016
"Самарская область,Самара,Советский район,Промышленности улица,116, Советский, Самара, Самарская область",65.4,4/9,2336088,1,,
"ул Стара Загора, 104, Промышленный, Самара, Самарская область",73.0,3/9,4100000,3,9,1976
"ул.Стационарный пер-к, д.4, Промышленный, Самара, Самарская область",16.5,2/3,670000,1,3,1944
"Самарская область, Волжский район, жилой район Южный Город - 1, Весенняя улица, 1, Самара, Самарская область",48.8,2/3,2950000,2,3,2013
"посёлок Управленческий, Красноглинский район, Самара, улица Гайдара, 3, Красноглинский, Самара, Самарская область",45.0,1/5,1699000,2,,
"Самара, 7-я просека, 112, Промышленный, Самара, Самарская область",50.0,19/19,3650000,1,20,2013
"Самарская область,Самара,Промышленный район,Стара Загора улица,111, Промышленный, Самара, Самарская область",46.0,4/5,2250000,2,5,1966
"Самара, улица Маршала Устинова, 3, Красноглинский, Самара, Самарская область",33.4,1/3,1450000,1,3,2010
"Самара, улица Маяковского, 97, Ленинский, Самара, Самарская область",57.7,4/5,3300000,2,5,1955
"Самара, Енисейская улица, 52, Кировский, Самара, Самарская область",50.0,3/11,3399000,2,12,1990
"посёлок Соцгород, Самара, улица Игоря Егорова, 28, Куйбышевский, Самара, Самарская область",69.8,9/10,2900000,3,10,1995
"Самара, улица Строителей, 27, Кировский, Самара, Самарская область",51.0,3/5,2300000,2,,
"посёлок Сухая Самарка, Самара, Белорусская улица, 28, подъезд 1, Куйбышевский, Самара, Самарская область",97.0,2/11,3800000,3,12,2002
"Бакинская улица, 24, Куйбышевский, Самара, Самарская область",42.0,4/9,1990000,1,10,1985
"Самара, Арцыбушевская улица, 175, Ленинский, Самара, Самарская область",44.7,8/10,3000000,1,9,1982
"Демократическая, 16, Промышленный, Самара, Самарская область",40.2,8/9,2250000,1,9,1992
"Самара, улица Алексея Толстого, 137, Самарский, Самара, Самарская область",255.0,8/9,24999000,5,8,2008
"Самара, улица Стара Загора, 127, Промышленный, Самара, Самарская область",30.3,5/5,2200000,1,5,1966
"Самара, улица Земеца, 26А, Кировский, Самара, Самарская область",20.0,2/5,1050000,1,5,1973
"Шестая просека, 140, Промышленный, Самара, Самарская область",53.0,4/16,3150000,2,16,2009
"Самара, Московское шоссе, 51, Октябрьский, Самара, Самарская область",48.7,5/16,2590000,1,16,2013
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 8, Самара, Самарская область",46.0,5/5,2650000,2,5,2014
"Самара, улица Гагарина, 94, Советский, Самара, Самарская область",31.0,1/5,2450000,1,5,1961
"Самара, улица Елизарова, 26, Кировский, Самара, Самарская область",82.0,4/5,3740000,3,,
"Самара, улица Победы, 147, Кировский, Самара, Самарская область",31.0,5/5,1750000,1,5,1963
"Самара, улица Аминева, 25, Промышленный, Самара, Самарская область",40.0,3/9,2750000,1,9,1986
"посёлок Управленческий, Красноглинский район, Самара, улица Академика Кузнецова, 9, Красноглинский, Самара, Самарская область",33.0,9/9,1600000,1,9,1980
"посёлок Управленческий, Красноглинский район, Самара, Крайняя улица, 6, Красноглинский, Самара, Самарская область",57.0,5/5,2650000,3,5,1977
"Самара, 6-я просека, 161, Промышленный, Самара, Самарская область",55.0,8/16,3300000,1,,1
"Самарская область,Самара,Промышленный район,Приволжский,Ташкентская улица,232, Промышленный, Самара, Самарская область",28.8,1/9,1930000,1,9,1987
"Самара, улица Степана Разина, 85, Самарский, Самара, Самарская область",26.0,1/2,1100000,1,2,1887
"ул Ново-Садовая 32, Октябрьский, Самара, Самарская область",50.0,3/12,4350000,2,12,1972
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 54А, Красноглинский, Самара, Самарская область",57.0,1/3,2897000,2,3,2013
"Самара, Красноглинский район, посёлок Красная Глинка, 5-й квартал, 5, Красноглинский, Самара, Самарская область",35.0,10/10,2100000,1,5,1974
"Россия, Самарская область, Самара, Промышленности ул, 298, Советский, Самара, Самарская область",20.0,6/9,1249945,1,9,1981
"посёлок Сухая Самарка, Самара, Белорусская улица, 131, Куйбышевский, Самара, Самарская область",36.0,9/10,2200000,1,10,2007
"Самара, улица Тухачевского, 227, Железнодорожный, Самара, Самарская область",33.0,5/5,1900000,1,5,1
"посёлок Соцгород, Самара, улица Игоря Егорова, 2, Куйбышевский, Самара, Самарская область",59.8,11/18,2800000,2,18,2011
"Самара, улица Антонова-Овсеенко, 87, Советский, Самара, Самарская область",56.3,5/5,2500000,3,5,1962
"Самара, улица Бубнова, 11, Промышленный, Самара, Самарская область",32.0,1/9,1900000,1,9,1982
"Самара, Вольская улица, 59, Промышленный, Самара, Самарская область",29.3,5/5,1620000,1,5,1979
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 67, Красноглинский, Самара, Самарская область",30.0,2/3,1550000,1,3,2014
"Николаевский Проспект 36, Самара, Самарская область",28.0,1/7,1800000,1,10,2016
"Самара, проспект Карла Маркса, 4Б, Железнодорожный, Самара, Самарская область",39.0,18/24,2631000,1,25,2017
"Самара, проспект Карла Маркса, 478, Кировский, Самара, Самарская область",70.3,9/10,3600000,3,9,1986
"Самара, проспект Кирова, 389, Кировский, Самара, Самарская область",35.7,14/16,2330000,1,16,1981
"Самара, проспект Кирова, 393, Кировский, Самара, Самарская область",85.0,5/16,4890000,3,16,1989
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",51.0,8/25,2250000,1,12,1985
"Самара, улица Тухачевского, 80, Железнодорожный, Самара, Самарская область",61.0,7/20,2999000,1,22,2017
"Водителей, 5, Железнодорожный, Самара, Самарская область",91.0,1/10,4100000,3,10,2012
"посёлок Управленческий, Красноглинский район, Самара, Коптевская улица, 1, Красноглинский, Самара, Самарская область",32.0,1/5,1400000,1,5,1971
"Самарская область,Самара,Ленинский район,Молодогвардейская улица,172, Ленинский, Самара, Самарская область",184.0,5/10,20700000,4,10,2002
"ул Сердобская, 7, Промышленный, Самара, Самарская область",44.9,1/5,2170000,1,4,1962
"посёлок Управленческий, Красноглинский район, Самара, улица Сергея Лазо, 25, подъезд 2 кв 23, Красноглинский, Самара, Самарская область",56.0,1/5,2500000,3,5,1966
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 18, Красноглинский, Самара, Самарская область",38.0,1/3,1670000,1,3,2012
"посёлок Соцгород, Самара, Придорожная улица, 11, Куйбышевский, Самара, Самарская область",60.0,4/9,2700000,2,9,1984
"Самара, улица Тухачевского, 80, подъезд 1, Железнодорожный, Самара, Самарская область",40.0,2/16,2600000,2,22,2017
"ул Стара Загора, 299, Кировский, Самара, Самарская область",66.7,12/12,2900000,3,12,1977
"Самара, улица Мира, 37, Красноглинский, Самара, Самарская область",34.5,1/3,1550000,1,3,2014
"Самара, улица Осипенко, 136, Ленинский, Самара, Самарская область",77.0,9/12,4150000,3,12,1979
"Россия, Самарская область, Самара, Кирова пр-кт, 208, Промышленный, Самара, Самарская область",33.0,4/9,2450000,1,12,1974
"Самара, улица Скляренко, 9, Октябрьский, Самара, Самарская область",50.0,1/4,2700000,2,4,1936
"Самарская область,Самара,Железнодорожный район,Красноармейская улица,103, Железнодорожный, Самара, Самарская область",74.0,4/13,5690000,2,12,2025
"Самара, улица Врубеля, 15, Октябрьский, Самара, Самарская область",45.6,23/24,2920000,1,24,2015
"Самара, 6-я просека, 129, Промышленный, Самара, Самарская область",42.0,7/12,3000000,1,15,2004
"Самара, 5-я просека, 123, Октябрьский, Самара, Самарская область",49.2,5/11,3700000,2,13,2016
"поселок Кряж, Самара, Сиреневый переулок, 17, Куйбышевский, Самара, Самарская область",63.5,1/3,1750000,3,3,2010
"Самара, улица Стара Загора, 104, Промышленный, Самара, Самарская область",33.0,9/9,2249000,1,9,1976
"Самарская область,Самара,Кировский район,Ташкентская улица,139, Кировский, Самара, Самарская область",88.6,4/18,4100000,4,16,1989
"Самара, 10-й квартал, 16, Красноглинский, Самара, Самарская область",77.0,2/4,2750000,3,4,1958
"Самарская область,Самара,Железнодорожный район,Революционная улица,130, Железнодорожный, Самара, Самарская область",144.0,16/16,8500000,4,16,2010
"Самара, 6-я просека, 149, Промышленный, Самара, Самарская область",44.0,5/16,3180000,1,16,2005
"Самара, улица Стара Загора, 48, Октябрьский, Самара, Самарская область",108.0,20/20,7100000,3,21,2012
"Самара, Заводское шоссе, 44, подъезд 1, Промышленный, Самара, Самарская область",32.0,2/9,1600000,1,9,1981
"Самара, Пятигорская улица, 8, Железнодорожный, Самара, Самарская область",70.0,1/10,4050000,3,10,1989
"Самара, Галактионовская улица, 191, Ленинский, Самара, Самарская область",86.1,4/6,7190000,4,6,1959
"Самара, улица Гастелло, 44, Советский, Самара, Самарская область",44.2,13/17,2880000,1,20,2012
"Пятая просека, 107, Октябрьский, Самара, Самарская область",49.0,8/10,3180000,1,10,2009
"Самарская область,Самара,Октябрьский район,Гагарина улица,12, Октябрьский, Самара, Самарская область",56.0,4/5,2600000,3,5,1960
"Россия, Самарская область, Самара, Ново-Садовая ул, 34, Октябрьский, Самара, Самарская область",32.7,7/9,2600000,1,9,1972
"Самара, Печерская улица, 20А, Октябрьский, Самара, Самарская область",94.3,22/24,6000000,3,24,2013
"городской округ Самара, поселок Берёза, 3-й квартал, 1, Красноглинский, Самара, Самарская область",14.7,1/5,480000,1,5,1966
"Гагарина, 120а, Советский, Самара, Самарская область",63.0,7/9,4750000,3,9,1993
"Россия, Самарская область, Самара, Врубеля ул, 15, Октябрьский, Самара, Самарская область",92.0,11/22,11500000,2,24,2015
"Самара, Революционная улица, 155, Железнодорожный, Самара, Самарская область",50.6,15/16,3100000,1,,
"ул Советской Армии 238В, Октябрьский, Самара, Самарская область",52.8,14/17,3670000,1,,1
"Самара, посёлок Соцгород, Долотный переулок, 24А, Куйбышевский, Самара, Самарская область",48.0,5/5,2200000,2,5,1979
"посёлок Управленческий, Красноглинский район, Самара, улица Парижской Коммуны, 3А, Красноглинский, Самара, Самарская область",56.3,2/5,2550000,2,5,1983
"Самара, проспект Карла Маркса, 382, Кировский, Самара, Самарская область",30.0,1/5,1450000,1,5,1969
"Самара, улица Водников, 35, Самарский, Самара, Самарская область",92.0,5/7,6050000,3,7,2002
"Самарская область,Самара,Октябрьский район,Николая Панова улица,20, Октябрьский, Самара, Самарская область",30.0,1/4,1000000,1,4,1954
"Россия, Самарская область, Самара, Киевская ул, 13, Железнодорожный, Самара, Самарская область",42.0,11/17,2660000,1,17,2012
"Самара, Ленинградская улица, 72, Самарский, Самара, Самарская область",76.8,3/6,6600000,3,5,1935
"Самарская область,Самара,Красноглинский район,Симферопольская улица,1, Красноглинский, Самара, Самарская область",63.0,1/4,2600000,2,4,1956
"Самара, улица Промышленности, 298, подъезд 1, Советский, Самара, Самарская область",23.0,3/9,1550000,1,9,1981
"Самара, Революционная улица, 4, Октябрьский, Самара, Самарская область",41.9,8/21,3600000,1,1,1913
"Самара, улица Лукачева, 6, Октябрьский, Самара, Самарская область",50.0,20/24,3770000,1,26,2016
"Самара, улица Стара Загора, 57, подъезд 1, Промышленный, Самара, Самарская область",30.7,4/9,1840000,1,9,1977
"Революционная 146А, Железнодорожный, Самара, Самарская область",90.0,4/10,6000000,3,,1
"посёлок Сухая Самарка, Самара, Белорусская улица, 85, Куйбышевский, Самара, Самарская область",56.1,3/10,3180000,2,10,1999
"Самара, улица Победы, 94, Советский, Самара, Самарская область",64.0,2/4,2299000,3,5,1950
"Самара, Осетинская улица, 5, Куйбышевский, Самара, Самарская область",49.2,4/16,2350000,1,18,2016
"ул Алма-Атинская, 108в, Кировский, Самара, Самарская область",60.0,2/9,2800000,3,9,1975
"Самара, проспект Карла Маркса, 378, подъезд 3, Кировский, Самара, Самарская область",57.0,3/5,3000000,3,5,1968
"Самара, Ташкентская улица, 162, Кировский, Самара, Самарская область",33.4,7/9,1800000,2,9,1975
"Самара, Нагорная улица, 143, Кировский, Самара, Самарская область",70.0,5/10,4800000,2,10,2005
"Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 4, Красноглинский, Самара, Самарская область",43.0,5/5,1600000,2,4,1960
"Самара, Ленинская улица, 102, Самарский, Самара, Самарская область",82.8,4/4,6500000,3,4,1994
"Самара, Физкультурная улица, 135, Промышленный, Самара, Самарская область",60.0,1/5,2500000,3,5,1970
"Южный город ул. Земская 19, Самара, Самарская область",33.0,4/9,2000000,1,9,2015
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 19, Самара, Самарская область",32.0,4/9,1800000,1,9,2015
"Самара, улица Победы, 140, подъезд 1, Кировский, Самара, Самарская область",34.0,5/9,1995000,1,5,1982
"Самарская область,Самара,Ленинский район,Галактионовская улица,79, Ленинский, Самара, Самарская область",46.5,2/3,3100000,2,,1
"Самара, Ново-Вокзальный тупик, 13, Промышленный, Самара, Самарская область",84.0,3/10,5590000,3,10,2007
"Самара, Пензенская улица, 58, Железнодорожный, Самара, Самарская область",54.0,12/12,3200000,2,12,1984
"Россия, Самарская область, Самара, Киевская, 15, Железнодорожный, Самара, Самарская область",101.4,6/10,6990000,3,10,2000
"Самара, проспект Карла Маркса, 29, Железнодорожный, Самара, Самарская область",80.8,9/14,6300000,2,14,2001
"Самара, улица Стара Загора, 128И, Кировский, Самара, Самарская область",49.2,6/9,2950000,2,9,1975
"Самара, улица Энтузиастов, 93, Советский, Самара, Самарская область",32.0,1/5,1850000,1,5,1968
"Самара, Чернореченская улица, 48, Ленинский, Самара, Самарская область",52.7,6/9,4000000,2,9,1982
"Самара, Самарская улица, 131, Ленинский, Самара, Самарская область",68.0,3/9,4600000,2,8,2002
"Самара, Советская улица, 73, Кировский, Самара, Самарская область",58.0,4/10,3690000,2,10,2004
"Самара, проспект Кирова, 65А, Промышленный, Самара, Самарская область",25.0,6/9,950000,1,2,1945
"Самара, проспект Кирова, 204, Промышленный, Самара, Самарская область",31.6,3/5,1950000,1,5,1968
"Самара, проспект Кирова, 94, Кировский, Самара, Самарская область",32.0,1/2,1400000,1,2,1941
"Самара, улица 22 Партсъезда, 173, Промышленный, Самара, Самарская область",46.0,2/5,2550000,2,,1
"Самара, улица Куйбышева, 149, Ленинский, Самара, Самарская область",58.0,3/4,4800000,3,4,1933
"посёлок Сухая Самарка, Самара, Белорусская улица, 34А, Куйбышевский, Самара, Самарская область",37.1,2/10,1650000,1,12,1995
"Самара, проспект Масленникова, 14, Октябрьский, Самара, Самарская область",32.0,2/5,2090000,1,5,1958
"Южный город, Луговая,13, Самара, Самарская область",35.0,4/5,1800000,1,5,2015
"поселок Мехзавод, Самара, 1-й квартал, 34, Красноглинский, Самара, Самарская область",106.0,3/10,5190000,3,10,2013
"Самара, улица Советской Армии, 203, подъезд 5, Октябрьский, Самара, Самарская область",65.0,15/16,3630000,2,17,2012
"Самара, улица Алексея Толстого, Самарский, Самара, Самарская область",70.0,4/8,5999000,2,12,2008
"Самара, улица Дыбенко, 36, Советский, Самара, Самарская область",44.5,13/14,3200000,1,14,2013
"Самара, улица Советской Армии, 105, Советский, Самара, Самарская область",54.8,10/12,3800000,2,12,1994
"улица Евгения Золотухина, 2, Красноглинский, Самара, Самарская область",33.3,2/3,1499000,1,3,2012
"Самарская область,Самара,Советский район,Промышленности улица,116, Советский, Самара, Самарская область",61.2,6/9,2937600,1,,
"Самара, 6-я просека, 141, Промышленный, Самара, Самарская область",87.8,13/16,5999000,2,16,2003
"Самара, Алма-Атинская улица, 108А, Кировский, Самара, Самарская область",44.0,2/9,2390000,2,9,1975
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 45, подъезд 3, Красноглинский, Самара, Самарская область",33.3,2/3,1550000,1,3,2015
"жилой район Южный Город - 1, Волжский район, Самарская область, Раздольная улица, 1, Самара, Самарская область",38.0,1/5,1800000,1,5,2014
"Самарская область,Самара,Кировский район,Землянский проезд,18, Кировский, Самара, Самарская область",30.0,1/5,1600000,1,5,1976
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 19, Самара, Самарская область",33.0,4/9,1800000,1,9,2015
"Самарская область,Самара,Кировский район,Кирова проспект,337, Кировский, Самара, Самарская область",57.0,3/5,2700000,3,5,1969
"Самара, Пензенская улица, 58, Железнодорожный, Самара, Самарская область",52.3,6/12,3600000,2,12,1984
"Самарская область,Самара,Красноглинский район,Управленческий,Красноглинское шоссе,23, Красноглинский, Самара, Самарская область",31.0,4/5,1650000,1,5,1965
"Россия, Самарская область, Самара, Тухачевского ул, 50, Железнодорожный, Самара, Самарская область",74.1,1/12,3800000,3,12,1985
"Зои космодемьянской 5, Промышленный, Самара, Самарская область",60.0,3/9,3300000,3,9,1980
"Самара, Подшипниковая улица, 12, Октябрьский, Самара, Самарская область",44.0,4/5,2650000,2,5,1968
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",44.2,7/27,2519400,1,,
"Самара, проспект Карла Маркса, 4А, Железнодорожный, Самара, Самарская область",39.3,20/24,2635000,1,25,2015
"ул Ново-Вокзальная, 277, Промышленный, Самара, Самарская область",70.0,9/10,4200000,3,10,1989
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 37, Красноглинский, Самара, Самарская область",45.0,2/3,1970000,2,3,2011
"Самара, Чапаевская улица, 205, Ленинский, Самара, Самарская область",90.0,22/23,11700000,2,24,2007
"Самара, улица Советской Армии, 200А, Октябрьский, Самара, Самарская область",63.0,5/9,3500000,3,5,1956
"Самара, улица Свободы, 186, Кировский, Самара, Самарская область",41.0,5/5,1950000,2,5,1968
"ул Черемшанская,147, Кировский, Самара, Самарская область",53.0,8/10,3800000,2,10,1988
"Самара, Молодогвардейская улица, 240, Октябрьский, Самара, Самарская область",38.0,2/14,2800000,1,14,1976
"Самарская область,Самара,Советский район,22 Партсъезда улица,52, Советский, Самара, Самарская область",37.0,9/10,1497000,2,9,1987
"Самара, Садовая улица, 221, Ленинский, Самара, Самарская область",127.0,2/7,11000000,3,7,2005
"Россия, Самарская область, Самара, Молодогвардейская ул, 153, Ленинский, Самара, Самарская область",105.0,6/7,8950000,4,7,1979
"поселок 113-й километр, Самара, Липяговская улица, 3, подъезд 2, Куйбышевский, Самара, Самарская область",30.0,5/5,1000000,1,5,1986
"Самара, Ново-Вокзальная улица, 193, Промышленный, Самара, Самарская область",49.7,4/12,3500000,2,12,1980
"Самара, улица Стара Загора, 39, Советский, Самара, Самарская область",62.2,9/9,3990000,3,9,1975
"Самара, 5-я просека, 113, Октябрьский, Самара, Самарская область",70.1,2/20,5500000,2,21,2016
"Россия, Самарская область, Самара, Арцыбушевская, 42, Ленинский, Самара, Самарская область",157.0,11/11,7600000,3,11,1995
"Россия, Самарская область, Самара, Победы ул, 4б, Советский, Самара, Самарская область",78.4,10/10,5250000,3,10,2006
