adress,area,floor,price,rooms,total_floors,year,lat,lon
"Санкт-Петербург, посёлок Парголово, Тихоокеанская улица, 1к1, подъезд 1, Парголово, Санкт-Петербург",62.9,23/25,15138,4200000,2,25,2017,60.073324
"посёлок Парголово, Санкт-Петербург, улица Николая Рубцова, 9, Парголово, Санкт-Петербург",54.0,4/23,15843,6500000,2,28,2014,60.076816
"Санкт-Петербург, Мастерская улица, 5, Коломна, Санкт-Петербург",64.2,1/4,17704,5600000,2,4,1876,59.923392
"Санкт-Петербург, проспект Косыгина, 26к1, Пороховые, Санкт-Петербург",52.0,9/12,19308,5500000,2,12,1987,59.945594
"Санкт-Петербург, Малая Бухарестская улица, 5к3, № 75, Санкт-Петербург",59.0,1/7,21358,6200000,2,10,2006,59.84814
"Комендантский проспект, 58к1, Коломяги, Санкт-Петербург",54.0,16/23,18575,8190000,2,25,2018,60.033265
"Санкт-Петербург, Пискарёвский проспект, 145к2, Полюстрово, Санкт-Петербург",47.5,3/13,20011,4110480,2,5,1969,60.002607
"Парадная ул, 3к2, Смольнинское, Санкт-Петербург",147.0,4/8,20687,51000000,4,11,2009,59.942079
"Санкт-Петербург, Октябрьская набережная, 70к4, Народный, Санкт-Петербург",50.7,1/9,15844,5450000,1,9,1998,59.875741
"Колпино, Санкт-Петербург, Пролетарская улица, 25, Колпино, Санкт-Петербург",104.5,1/4,15140,7200000,2,4,2001,59.742066
"Санкт-Петербург, Двинская улица, 8к1, Морские ворота, Санкт-Петербург",76.2,12/13,17706,7485000,2,5,1961,59.908579
"ул Композиторов, 18, Шувалово-Озерки, Санкт-Петербург",54.0,23/25,18577,9000000,1,25,2010,60.056481
"Санкт-Петербург, Варшавская улица, 108, подъезд 3, Пулковский меридиан, Санкт-Петербург",57.9,4/9,19309,6500000,3,9,1985,59.787284
"Санкт-Петербург, территория Усть-Славянка, Советский проспект, 43к1, Рыбацкое, Санкт-Петербург",62.0,16/23,21359,6350000,2,23,2017,59.829495
"Санкт-Петербург, улица Крыленко, 1к1с5, Народный, Санкт-Петербург",26.0,14/16,20012,3500000,0,16,2017,59.891485
"Воскресенская наб, 4, Смольнинское, Санкт-Петербург",128.0,7/7,20694,23800000,3,13,2006,59.950659
"Санкт-Петербург, улица Дыбенко, 42, Оккервиль, Санкт-Петербург",84.3,24/25,15142,6530000,3,12,2001,59.916685
"посёлок Парголово, Санкт-Петербург, улица Фёдора Абрамова, 4, Парголово, Санкт-Петербург",37.5,23/26,15845,4350000,1,27,2011,60.070253
"Санкт-Петербург, улица Грибалёвой, 7к3, Сампсониевское, Санкт-Петербург",87.0,9/13,17712,11180000,3,14,2018,59.983671
"Санкт-Петербург, Парашютная улица, 61к1, Коломяги, Санкт-Петербург",52.6,2/25,20014,5200000,2,20,2017,60.063464
"Санкт-Петербург, Новоизмайловский проспект, 3, Новоизмайловское, Санкт-Петербург",57.0,6/9,18579,6900000,3,9,1964,59.873555
"Санкт-Петербург, Богатырский проспект, 53к1, № 65, Санкт-Петербург",79.1,2/10,19310,8500000,3,10,2004,60.008698
"посёлок Мурино, Всеволожский район, Ленинградская область, бульвар Менделеева, 22, подъезд 1, Санкт-Петербург",31.6,7/12,21361,3900000,1,14,2015,60.055488
"Санкт-Петербург, посёлок Парголово, Тихоокеанская улица, 1к1, подъезд 1, Парголово, Санкт-Петербург",68.4,6/25,15143,4450000,2,25,2017,60.073324
"Санкт-Петербург, улица Мира, 36, Посадский, Санкт-Петербург",86.8,7/8,17713,15190000,1,9,2017,59.962489
"Парашютная улица, 61к4, Коломяги, Санкт-Петербург",88.0,11/25,20695,8500000,3,17,2017,60.037378
"Санкт-Петербург, Богатырский проспект, 47к1, № 65, Санкт-Петербург",76.3,7/8,15847,9300000,2,9,1998,60.008698
"Санкт-Петербург, Пушкинская улица, 18, Владимирский округ, Санкт-Петербург",92.0,2/5,20016,17000000,3,6,1876,59.928041
"Санкт-Петербург, Шуваловский проспект, 74к2, подъезд 4, № 65, Санкт-Петербург",27.0,5/16,19311,3700000,0,17,2010,60.023947
"4-я Красноармейская ул, 12/11, Измайловское округ, Санкт-Петербург",65.5,1/4,18582,7000000,3,3,1890,59.913672
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",77.0,4/10,21363,7890000,3,26,2017,59.822711
"Россия, Санкт-Петербург, Петродворцовый р-н, метро Проспект Ветеранов, Петергоф г., Петергофская ул., 8, Петергоф, Санкт-Петербург",82.0,5/5,15144,8950000,3,5,2013,59.874734
"Санкт-Петербург, Фермское шоссе, 20к1, Комендантский аэродром, Санкт-Петербург",42.6,16/17,15850,7288888,1,16,2013,60.014185
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 11/1, Санкт-Петербург",36.0,2/12,19312,3300000,1,12,2018,60.055111
"Санкт-Петербург, Балтийский б-р, 4, Южно-Приморский округ, Санкт-Петербург",41.5,3/24,18584,5010000,1,25,2018,59.868984
"Санкт-Петербург, Пискарёвский проспект, 145к2, подъезд 3, Полюстрово, Санкт-Петербург",51.4,12/13,20018,4318440,2,5,1969,60.002557
"Санкт-Петербург, улица Грибалёвой, 7к3, Сампсониевское, Санкт-Петербург",31.6,2/13,17714,4390000,0,14,2018,59.983671
"Кузнецовская ул., д.11, Новоизмайловское, Санкт-Петербург",22.8,12/27,20696,4099000,0,28,2002,59.870682
"Санкт-Петербург, Офицерский переулок, 4, Чкаловское, Санкт-Петербург",75.0,2/5,21366,12000000,3,5,1905,59.954538
"Санкт-Петербург, проспект Народного Ополчения, 10, Княжево, Санкт-Петербург",79.0,13/24,15853,9900000,2,,,59.850156
"Санкт-Петербург, улица Савушкина, 143к1, № 65, Санкт-Петербург",51.3,17/25,15145,8800000,1,25,2007,59.984656
"Санкт-Петербург, проспект Просвещения, 75, Прометей, Санкт-Петербург",64.7,6/14,20019,7500000,3,,,60.038555
"Парашютная ул, 42к2, Юнтолово, Санкт-Петербург",53.6,21/24,17715,6600000,2,25,2018,60.029022
"Депутатская улица, д. 26, Чкаловское, Санкт-Петербург",104.0,3/7,18585,55000000,2,7,2012,59.974586
"Санкт-Петербург, проспект Обуховской Обороны, 95к1, Невская застава, Санкт-Петербург",59.5,5/5,20697,5185000,2,5,1932,59.897961
"Санкт-Петербург, Невский проспект, 90-92Б, Литейный округ, Санкт-Петербург",71.1,4/4,21367,18130500,2,4,1898,59.93236
"Санкт-Петербург, Парашютная улица, 12, Комендантский аэродром, Санкт-Петербург",44.0,7/9,19313,5200000,2,9,1977,60.014185
"Санкт-Петербург, проспект Мечникова, 18, Пискарёвка, Санкт-Петербург",58.5,1/7,15146,4990000,3,7,1964,59.986205
"Приморский пр-кт, 137к1, № 65, Санкт-Петербург",47.0,7/25,20021,7730000,1,25,2007,59.983067
"Санкт-Петербург, набережная реки Фонтанки, 67-69, № 78, Санкт-Петербург",215.0,2/5,15856,25750000,7,3,1890,59.926999
"Россия, Санкт-Петербург, улица Достоевского, д.20-22, Владимирский округ, Санкт-Петербург",72.0,5/6,18591,15500000,3,6,1916,59.924911
"Санкт-Петербург, Студенческая улица, 22, Чёрная речка, Санкт-Петербург",55.1,4/11,17718,7950000,2,9,1965,59.989139
