adress,area,floor,price,rooms,total_floors,year,lat,lon
"Санкт-Петербург, улица Жени Егоровой, 5к1, Шувалово-Озерки, Санкт-Петербург",63.0,6/9,13115,5300000,3,,,60.063716
"Санкт-Петербург, Ленинский проспект, 53к1, Южно-Приморский округ, Санкт-Петербург",90.0,5/17,15775,7500000,3,17,2013,59.863093
"Санкт-Петербург, Светлановский проспект, 99к1, Прометей, Санкт-Петербург",62.0,1/9,18489,5600000,3,9,1970,60.035432
"Санкт-Петербург, Северный проспект, 87к1, Гражданка, Санкт-Петербург",46.2,2/9,20623,5000000,2,9,1966,60.017261
"Ждановская ул, 29, Чкаловское, Санкт-Петербург",47.0,5/9,19975,10500000,1,9,2009,59.958246
"Санкт-Петербург, Сестрорецк, Дубковское шоссе, 40к1, Сестрорецк, Санкт-Петербург",129.7,3/3,17640,15500000,4,3,2008,60.090939
"Санкт-Петербург, проспект Наставников, 45к1, Ржевка, Санкт-Петербург",47.0,2/9,19207,5100000,2,,,59.955741
"Санкт-Петербург, улица Обручевых, 5, Академическое, Санкт-Петербург",73.6,2/20,15079,9455000,2,20,2018,60.012336
"Санкт-Петербург, Октябрьская набережная, 126к2, Народный, Санкт-Петербург",49.1,5/17,13116,4900000,1,,,59.85947
"Санкт-Петербург, Английский проспект, 21/60, Коломна, Санкт-Петербург",170.0,4/6,18493,14000000,5,6,1873,59.923477
"посёлок Мурино, Всеволожский район, Ленинградская область, Оборонная улица, 2к4, Санкт-Петербург",52.0,15/17,17641,4800000,2,17,2009,60.047658
"Санкт-Петербург, Петровский проспект, 24к3, Петровский округ, Санкт-Петербург",55.9,3/9,15778,12450000,1,9,2018,59.959435
"Санкт-Петербург, улица Тельмана, 45к1, Народный, Санкт-Петербург",50.7,1/9,20624,5500000,2,9,1986,59.891999
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",43.1,2/23,19976,4630000,2,26,2017,59.822711
"Санкт-Петербург, улица Маршала Захарова, 17к2, Южно-Приморский округ, Санкт-Петербург",63.0,2/9,19210,7300000,3,9,1982,59.853103
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",87.4,6/9,13117,13984000,2,12,2017,59.959233
"Санкт-Петербург, улица Бабушкина, 97к2, подъезд 1, Обуховский округ, Санкт-Петербург",45.1,4/5,17642,4650000,2,5,1961,59.86902
"Санкт-Петербург, Лермонтовский проспект, 8/10А, подъезд 1, Коломна, Санкт-Петербург",19.0,2/4,20628,2649000,0,,,59.923374
"Сестрорецк, Санкт-Петербург, улица Николая Соколова, 31, Сестрорецк, Санкт-Петербург",37.7,3/4,18497,4200000,1,,,60.052061
"Санкт-Петербург, Русановская улица, 11, Народный, Санкт-Петербург",27.5,2/24,19979,3300000,0,23,2013,59.863513
"ул Моховая, 44, Литейный округ, Санкт-Петербург",75.0,2/4,15080,12705000,2,4,1858,59.938937
"Санкт-Петербург, улица Стасовой, 1, Полюстрово, Санкт-Петербург",44.7,14/16,15781,5240000,1,16,2006,59.967939
"Санкт-Петербург, Пушкин, улица Генерала Хазова, 8, Пушкин, Санкт-Петербург",56.0,1/5,19211,4950000,2,8,1981,59.738162
"Санкт-Петербург, проспект Энергетиков, 11к5, Большая Охта, Санкт-Петербург",26.0,18/21,17646,3800000,0,22,2018,59.939658
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Детскосельский, Центральная улица, 16, Пушкин, Санкт-Петербург",39.0,7/9,13119,3850000,1,9,2014,59.727159
"Санкт-Петербург, проспект Большевиков, 26к1, № 54, Санкт-Петербург",58.9,1/10,18500,5740000,3,10,1989,59.882166
"Санкт-Петербург, Среднерогатская улица, 9, Звёздное, Санкт-Петербург",27.7,19/23,19980,3290000,0,24,2016,59.82509
"Санкт-Петербург, Брюсовская улица, 11к2, Пискарёвка, Санкт-Петербург",54.0,4/14,20635,5300000,2,14,1973,59.98796
"Санкт-Петербург, Пулковская улица, 8к1, Звёздное, Санкт-Петербург",65.0,5/24,15081,13000000,2,25,2011,59.838041
"Большевиков пр-кт, 8к2, Оккервиль, Санкт-Петербург",65.0,9/9,15782,5700000,3,,,59.915837
"Санкт-Петербург, набережная Обводного канала, 209, подъезд 1, Екатерингофский, Санкт-Петербург",23.0,2/3,19217,2630000,0,3,1917,59.909716
"Сестрорецк, Санкт-Петербург, улица Всеволода Боброва, 25, Сестрорецк, Санкт-Петербург",75.2,2/4,17649,8500000,2,4,2013,60.05388
"Санкт-Петербург, улица Осипенко, 5к1, Пороховые, Санкт-Петербург",61.0,7/12,19981,6000000,3,12,1984,59.947982
"территория Горелово, Санкт-Петербург, улица Коммунаров, 190, подъезд 5, Горелово, Санкт-Петербург",29.0,8/16,18502,2950000,0,16,2014,59.787093
"Санкт-Петербург, Балтийский бульвар, 4, Южно-Приморский округ, Санкт-Петербург",54.6,15/24,13123,7000000,1,25,2018,59.868984
"Санкт-Петербург, Транспортный переулок, 2А, Лиговка-Ямская, Санкт-Петербург",49.8,1/6,20641,7500000,1,6,1999,59.920956
"Санкт-Петербург, Петровский проспект, 5, Петровский округ, Санкт-Петербург",115.0,6/10,15082,14500000,3,12,2017,59.959233
"Санкт-Петербург, Авангардная улица, 31, Урицк, Санкт-Петербург",22.0,2/9,15783,1850000,0,9,1976,59.832249
"ул Фурштатская д.42, Смольнинское, Санкт-Петербург",85.0,4/5,19225,8300000,5,5,1865,59.945382
"Санкт-Петербург, Мебельная улица, 49/92, подъезд 2, № 65, Санкт-Петербург",55.0,9/23,17650,10850000,1,25,2012,59.993419
"Санкт-Петербург, Межозёрная улица, 9, Шувалово-Озерки, Санкт-Петербург",162.0,2/2,13124,20000000,3,3,2008,60.046625
"Санкт-Петербург, Белградская улица, 6к1, Купчино, Санкт-Петербург",64.8,3/9,19983,6200000,3,,,59.870795
"Санкт-Петербург, 8-я линия Васильевского острова, 63, Васильевский, Санкт-Петербург",130.6,1/2,20643,10950000,5,3,1909,59.945414
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",87.0,3/10,15087,12180000,2,12,2017,59.959233
"Санкт-Петербург, улица Ленсовета, 67к2, Звёздное, Санкт-Петербург",33.2,5/5,15789,3990000,1,5,1962,59.838919
"Россия, Санкт-Петербург, ул. Жукова, д.1, Финляндский округ, Санкт-Петербург",97.0,8/14,18504,12833100,2,15,,59.962435
"Санкт-Петербург, Бухарестская улица, 64, подъезд 1, Волковское, Санкт-Петербург",13.8,1/9,19226,1680000,0,16,2005,59.877547
"Санкт-Петербург, Кронштадт, улица Литке, 7, Кронштадт, Санкт-Петербург",35.0,1/11,17651,3150000,1,12,1989,60.01002
"Санкт-Петербург, Будапештская улица, 98к1, подъезд 2, Балканский, Санкт-Петербург",65.6,1/14,13128,6300000,3,14,1977,59.837033
"Санкт-Петербург, Ждановская улица, 45, Петровский округ, Санкт-Петербург",143.0,7/10,19984,27730000,3,15,2017,59.962719
"Санкт-Петербург, Петергофское шоссе, 17к1, Южно-Приморский округ, Санкт-Петербург",66.1,15/23,20644,7100000,2,25,2008,59.847706
"Санкт-Петербург, Ленская улица, 16к3, Пороховые, Санкт-Петербург",58.0,2/9,19229,5100000,3,9,1981,59.942079
"территория Славянка, посёлок Шушары, Пушкинский район, Санкт-Петербург, Колпинское шоссе, 36к1, Пушкин, Санкт-Петербург",62.1,1/9,18505,4350000,2,9,2012,59.725961
"Якубовича ул, 2, Адмиралтейский округ, Санкт-Петербург",120.0,4/5,15795,19990000,3,6,1872,59.933686
"Санкт-Петербург, Кирочная улица, 62, Смольнинское, Санкт-Петербург",68.1,6/6,15088,15900000,2,10,2017,59.941114
"Санкт-Петербург, Дальневосточный проспект, 69к5, Народный, Санкт-Петербург",68.0,5/12,17653,8100000,2,12,1998,59.877949
"Россия г Санкт-Петербург, ул Жуковского, д. 57, Смольнинское, Санкт-Петербург",213.0,4/6,13134,33270000,5,,,59.935638
"Санкт-Петербург, Ждановская улица, 45, Петровский округ, Санкт-Петербург",229.0,12/12,19985,67150000,4,15,2017,59.962719
"Санкт-Петербург, Октябрьская набережная, 124к7, Народный, Санкт-Петербург",30.3,15/17,18509,3490000,1,17,2010,59.861715
"Ломоносов, Санкт-Петербург, Александровская улица, 30, Ломоносов, Санкт-Петербург",32.0,5/5,19235,2420000,1,5,1975,59.910406
"Санкт-Петербург, улица Композиторов, 12, Шувалово-Озерки, Санкт-Петербург",39.4,8/11,15089,5750000,1,25,2010,60.052245
"Россия, Санкт-Петербург, Колпино, Понтонная улица, 11к1, Колпино, Санкт-Петербург",33.8,4/5,15797,2700000,1,6,2017,59.756047
"Санкт-Петербург, Малый проспект Васильевского острова, 64к1, Гавань, Санкт-Петербург",116.7,7/8,17655,23000000,3,10,2016,59.939951
"Санкт-Петербург, Двинская улица, 17, Морские ворота, Санкт-Петербург",32.0,1/10,20646,3500000,1,9,1970,59.909508
"Санкт-Петербург, Таврическая улица, 35, Смольнинское, Санкт-Петербург",253.0,5/6,13135,37700000,4,,,59.946365
"Санкт-Петербург, улица Тамбасова, 36к1, Константиновское, Санкт-Петербург",63.3,1/9,18510,4900000,3,9,1970,59.82684
"Санкт-Петербург, Суздальский проспект, 109, № 21, Санкт-Петербург",68.4,3/20,19239,6583068,3,,,60.062108
"Санкт-Петербург, Северный проспект, 63к1, Академическое, Санкт-Петербург",45.0,16/17,19987,5000000,1,16,2003,60.642459
"Санкт-Петербург, проспект Пятилеток, 13к1, Правобережный, Санкт-Петербург",110.0,3/16,17657,14700000,4,17,2005,59.924303
"Санкт-Петербург, улица Адмирала Черокова, 18к2, Южно-Приморский округ, Санкт-Петербург",88.0,2/4,15799,16990000,2,19,2014,59.853482
"Санкт-Петербург, Комендантская площадь, 8, Озеро Долгое, Санкт-Петербург",65.0,16/17,13136,9450000,2,18,2009,60.005967
"Санкт-Петербург, Ленинский проспект, 82к2, Южно-Приморский округ, Санкт-Петербург",43.1,11/22,15092,5750000,1,22,2014,59.859185
"Балтийский бульвар, 4, Южно-Приморский округ, Санкт-Петербург",99.0,7/24,20647,9890000,3,25,2018,59.868984
"Санкт-Петербург, улица Доблести, 26к2, Южно-Приморский округ, Санкт-Петербург",30.0,4/15,18511,3770000,1,15,1982,59.85369
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",78.0,8/11,19248,10700000,2,14,2012,59.963539
"Санкт-Петербург, проспект Ветеранов, 120, Урицк, Санкт-Петербург",48.0,3/16,19253,5350000,2,16,1997,59.832521
"Санкт-Петербург, Ждановская улица, 45, Петровский округ, Санкт-Петербург",108.6,5/11,19988,27700000,3,15,2017,59.962719
"посёлок Парголово, Санкт-Петербург, улица Николая Рубцова, 5, Парголово, Санкт-Петербург",22.3,22/25,13138,3300000,0,28,2018,60.075986
"Славы пр-кт, 22, Купчино, Санкт-Петербург",47.0,2/5,17659,5200000,2,5,1965,59.858458
"посёлок Мурино, Всеволожский район, Ленинградская область, Привокзальная площадь, 1Ак1, Санкт-Петербург",24.0,15/16,15099,3200000,0,17,2014,60.050237
"Санкт-Петербург, Автовская улица, 15к3, Автово, Санкт-Петербург",58.0,10/10,15802,6950000,2,10,2009,59.866775
"Санкт-Петербург, Учебный переулок, 10к1, Сосновское, Санкт-Петербург",46.3,7/9,20648,4580000,2,9,1977,60.037872
"Санкт-Петербург, Петергоф, Парковая улица, 20к3с4, Петергоф, Санкт-Петербург",20.4,3/5,18515,2900000,0,,,59.857337
"Санкт-Петербург, Аптекарская набережная, 6, Аптекарский остров, Санкт-Петербург",200.0,7/7,19255,42000000,5,7,2009,59.972811
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",25.0,9/11,20650,3200000,0,21,2017,60.042415
"Санкт-Петербург, Садовая улица, 32, № 78, Санкт-Петербург",36.3,3/5,15100,7100000,1,6,1903,59.919189
"Санкт-Петербург, улица Маринеско, 6, Автово, Санкт-Петербург",66.7,5/5,19989,8400000,3,5,1954,59.870041
"Санкт-Петербург, проспект Королёва, 54к2, Юнтолово, Санкт-Петербург",71.6,7/9,15807,8250000,3,9,1989,60.025174
"Санкт-Петербург, улица Бутлерова, 40, Гражданка, Санкт-Петербург",34.0,20/25,13139,5600000,1,24,2009,60.010115
"посёлок Мурино, Всеволожский район, Ленинградская область, Графская улица, 12к2, Санкт-Петербург",37.0,14/15,18517,3800000,1,,,60.06474
"Пушкин, Санкт-Петербург, Красносельское шоссе, 48/60, Пушкин, Санкт-Петербург",92.4,1/6,17661,8500000,4,5,2003,59.704106
"Яхтенная ул, 24к2, № 65, Санкт-Петербург",65.7,4/11,17662,11400000,2,22,2016,59.994562
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",25.0,14/17,19991,3050000,0,18,2019,59.820282
"Санкт-Петербург, Товарищеский проспект, 32к1, Оккервиль, Санкт-Петербург",44.1,10/15,19262,5450000,1,15,2004,59.914899
"Нахимова ул, 20, Гавань, Санкт-Петербург",151.0,17/25,15808,24500000,4,25,2011,59.940366
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",65.7,2/10,15101,9855000,2,12,2017,59.959233
"Санкт-Петербург, Придорожная аллея, 13, Парнас, Санкт-Петербург",17.0,2/16,20651,1719000,0,15,1978,60.070828
"Санкт-Петербург, проспект Ветеранов, 171к5, Сосновая поляна, Санкт-Петербург",36.0,11/12,13141,4100000,1,13,2017,59.841975
"Санкт-Петербург, аллея Поликарпова, 2, Комендантский аэродром, Санкт-Петербург",310.0,17/18,18520,45000000,5,18,2000,60.006336
"Санкт-Петербург, улица Комсомола, 16, Финляндский округ, Санкт-Петербург",56.8,2/5,17664,7150000,2,5,1952,59.954462
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",75.4,2/10,15102,12855700,2,12,2017,59.959233
"ул Старорусская, 5/3, Смольнинское, Санкт-Петербург",25.0,2/7,20652,2900000,0,6,1916,59.932622
"Санкт-Петербург, Ждановская улица, 45, Петровский округ, Санкт-Петербург",179.7,9/11,19992,52690000,4,15,2017,59.962719
"Санкт-Петербург, посёлок Парголово, Заречная улица, 11к4, Парголово, Санкт-Петербург",26.5,14/26,15809,3300000,0,26,2016,60.069562
"улица Рубинштейна, 29/28, Владимирский округ, Санкт-Петербург",80.8,4/5,19271,9999000,3,5,1862,59.926841
"Санкт-Петербург, Русановская улица, 19к3, Народный, Санкт-Петербург",28.0,15/15,21329,3300000,0,24,2015,59.863649
"Санкт-Петербург, Юнтоловский проспект, 47к6, подъезд 1, Лахта-Ольгино, Санкт-Петербург",35.8,1/5,18523,3750000,1,5,2014,60.028833
"Санкт-Петербург, улица Черняховского, 69, Лиговка-Ямская, Санкт-Петербург",55.4,2/5,15104,6700000,2,6,1901,59.921403
"Санкт-Петербург, бульвар Новаторов, 26к2, Княжево, Санкт-Петербург",37.0,6/9,17668,4900000,1,10,1997,59.847928
"Россия г Санкт-Петербург, пр-кт Индустриальный, д. 13, Пороховые, Санкт-Петербург",51.7,4/12,20655,4900000,2,,,59.939406
"Санкт-Петербург, набережная Чёрной речки, 61, Чёрная речка, Санкт-Петербург",46.9,5/12,15810,5900000,2,12,1965,59.990823
"Санкт-Петербург, Поварской переулок, 9, Владимирский округ, Санкт-Петербург",73.6,4/5,19272,8600000,2,5,1905,59.929682
"Россия г Санкт-Петербург, ул Бассейная, д. 89, Гагаринское, Санкт-Петербург",130.0,12/13,18524,20500000,5,13,2002,59.865289
"Санкт-Петербург, проспект Энергетиков, 28к6, Большая Охта, Санкт-Петербург",46.5,2/5,19994,4150000,2,5,1964,59.955773
"Санкт-Петербург, набережная реки Фонтанки, 87, Сенной округ, Санкт-Петербург",35.0,1/3,21330,6250000,2,,,59.924826
"Санкт-Петербург, улица Корнея Чуковского, 7к3, Полюстрово, Санкт-Петербург",39.0,11/19,20656,4080000,1,19,2016,60.029211
"территория Детскосельский, посёлок Шушары, Пушкинский район, Санкт-Петербург, Колпинское шоссе, 63, Пушкин, Санкт-Петербург",79.8,3/5,17669,5600000,3,5,2006,59.724945
"Санкт-Петербург, Рыбацкий проспект, 18к2, Рыбацкое, Санкт-Петербург",63.7,19/28,15811,8600000,2,28,2015,59.841545
"Санкт-Петербург, улица Вавиловых, 7к2, Академическое, Санкт-Петербург",43.7,2/9,19275,4500000,2,,,60.017746
"Санкт-Петербург, Малый проспект Васильевского острова, 65к1, Гавань, Санкт-Петербург",42.0,2/5,15106,6150000,2,,,59.938568
"Санкт-Петербург, улица Демьяна Бедного, 32к1, Северный, Санкт-Петербург",63.0,5/9,18529,4750000,3,9,1972,60.032996
"посёлок Парголово, Санкт-Петербург, улица Николая Рубцова, 9, Парголово, Санкт-Петербург",35.2,2/23,21333,4200000,1,28,2014,60.076816
"Санкт-Петербург, Пискарёвский проспект, 145к2, Полюстрово, Санкт-Петербург",21.9,1/13,19995,2300000,0,5,1969,60.002607
"Санкт-Петербург, Туристская улица, 28к3, № 65, Санкт-Петербург",27.5,8/25,21336,4050000,0,25,2009,59.99701
"Брестский б-р, 11, Южно-Приморский округ, Санкт-Петербург",70.7,10/13,20658,7400000,3,13,1994,59.853794
"Санкт-Петербург, Лермонтовский проспект, 29, подъезд 2, Коломна, Санкт-Петербург",87.2,2/5,18536,8670000,3,4,1876,59.918377
"Санкт-Петербург, Ленинский проспект, 55к2, подъезд 3, Южно-Приморский округ, Санкт-Петербург",41.6,5/17,17670,4150000,1,17,2010,59.861507
"Санкт-Петербург, Кондратьевский пр. 32, Финляндский округ, Санкт-Петербург",47.5,3/5,15813,4400000,1,5,1904,59.965822
"Санкт-Петербург, улица Адмирала Трибуца, 5, Южно-Приморский округ, Санкт-Петербург",53.1,2/9,19996,7200000,2,19,2013,59.853401
"Санкт-Петербург, улица Беринга, 27к4, Васильевский, Санкт-Петербург",146.0,16/23,19285,29990000,3,23,2006,59.946207
"Санкт-Петербург, 4-я Советская улица, 3А, Смольнинское, Санкт-Петербург",44.8,1/5,15111,7100000,2,5,1862,59.93438
"Санкт-Петербург, улица Пионерстроя, 27, Сосновая поляна, Санкт-Петербург",60.1,5/9,18537,4500000,2,9,1972,59.835247
"Санкт-Петербург, улица Фаворского, 15к1, Гражданка, Санкт-Петербург",134.9,11/17,21339,13500000,4,17,2000,60.003291
"Санкт-Петербург, Светлановский проспект, 71к2, Академическое, Санкт-Петербург",48.8,12/12,15818,6300000,2,12,1976,60.020264
"Санкт-Петербург, улица Ярослава Гашека, 8, Балканский, Санкт-Петербург",65.8,8/9,20659,5700000,3,9,1974,59.833986
"Санкт-Петербург, Лиговский проспект, 23, Смольнинское, Санкт-Петербург",98.0,2/6,19293,14900000,4,6,1937,59.934808
"Санкт-Петербург, проспект Маршака, 14к3, Полюстрово, Санкт-Петербург",34.1,5/20,19997,3680000,1,18,2014,60.032011
"Санкт-Петербург, улица Маршала Казакова, 78к1, Южно-Приморский округ, Санкт-Петербург",39.6,17/25,17675,4450000,1,26,2015,59.868803
"Санкт-Петербург, улица Крыленко, 1к1с3, Народный, Санкт-Петербург",39.0,15/25,15113,4400000,1,26,2016,59.892721
"Санкт-Петербург, проспект Маршала Жукова, 48к1, Дачное, Санкт-Петербург",41.6,18/25,18539,5350000,1,24,2008,59.844117
"посёлок Мурино, Всеволожский район, Ленинградская область, Воронцовский бульвар, 4, Санкт-Петербург",36.0,10/12,21340,3120000,1,22,2014,60.052501
"Павловск, Пушкинский район, Санкт-Петербург, улица Мичурина, 30, Павловск, Санкт-Петербург",44.0,2/5,20661,3600000,2,5,1967,59.678349
"Санкт-Петербург, Туристская улица, 10, № 65, Санкт-Петербург",32.0,9/18,15823,5100000,1,16,2007,59.99701
"Санкт-Петербург, проспект Обуховской Обороны, 107, Невская застава, Санкт-Петербург",114.0,5/5,19998,10200000,3,5,1916,59.894491
"Санкт-Петербург, Большеохтинский проспект, 33к1, Большая Охта, Санкт-Петербург",40.4,1/5,19294,5300000,1,5,1954,59.955903
"Санкт-Петербург, улица Смольного, 2к3, Смольнинское, Санкт-Петербург",146.0,4/8,17683,70000000,4,8,2014,59.952533
"Санкт-Петербург, Шлиссельбургский проспект, 2к2, Рыбацкое, Санкт-Петербург",54.9,9/12,15118,4400000,2,12,1989,59.84282
"Санкт-Петербург, улица Белышева, 4, Невский округ, Санкт-Петербург",18.0,1/9,20662,2300000,0,9,1978,59.913496
"Санкт-Петербург, Лыжный переулок, 8к1, № 65, Санкт-Петербург",98.6,18/21,18542,16990000,3,23,2014,59.999705
"Санкт-Петербург, Дибуновская улица, 50, Чёрная речка, Санкт-Петербург",82.2,6/10,21341,14500000,2,25,2005,59.98485
"Санкт-Петербург, улица Солдата Корзуна, 22, Ульянка, Санкт-Петербург",31.0,3/5,15824,3350000,1,5,1969,59.837639
"Ключевая ул, 11, Финляндский округ, Санкт-Петербург",50.5,5/9,19295,4900000,2,9,1965,59.975027
"8-я Советская ул, 50, Смольнинское, Санкт-Петербург",95.6,3/4,19999,12500000,3,4,1897,59.934682
"Подрезова ул, 18А, Аптекарский остров, Санкт-Петербург",124.0,3/5,17685,26500000,3,6,2001,59.964931
"Санкт-Петербург, проспект Тореза, 102к3, Светлановское, Санкт-Петербург",56.0,7/9,15120,6600000,3,9,1963,60.019599
"Санкт-Петербург, 14-я линия Васильевского острова, 45, Васильевский, Санкт-Петербург",86.0,5/5,21348,7990000,3,5,1901,59.940952
"Колпино, Санкт-Петербург, проспект Ленина, 22, Колпино, Санкт-Петербург",87.9,5/5,18556,6390000,3,5,1957,59.749856
"Санкт-Петербург, улица Кустодиева, 20к2, № 15, Санкт-Петербург",66.7,6/9,20664,5499000,3,9,1975,60.049181
"Коммунаров (Горелово) ул, 190, Горелово, Санкт-Петербург",28.0,6/16,19297,2920000,0,16,2014,59.795216
"Санкт-Петербург, Серпуховская улица, 26, Семёновский, Санкт-Петербург",58.0,3/4,15825,7500000,2,4,1987,59.914498
"Санкт-Петербург, улица Турку, 7, Купчино, Санкт-Петербург",60.0,7/9,20000,6500000,3,9,1971,59.865917
"Королева пр-кт дом 61, Коломяги, Санкт-Петербург",40.0,16/22,17686,5200000,1,24,2010,60.031207
"Богатырский пр.,д.28, № 65, Санкт-Петербург",103.0,4/13,15122,10500000,3,13,1999,60.008698
"Санкт-Петербург, 8-я Красноармейская улица, 9-11, Измайловское округ, Санкт-Петербург",70.0,2/5,20665,7200000,2,5,1985,59.914628
"Санкт-Петербург, улица Гастелло, 28, Московская застава, Санкт-Петербург",97.0,2/7,21350,11900000,4,7,1957,59.858552
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Вишерская улица, 3к2, Пушкин, Санкт-Петербург",59.0,23/25,18559,4750000,2,25,2018,59.810251
"Санкт-Петербург, Галерная улица, 48, Адмиралтейский округ, Санкт-Петербург",152.0,2/4,19299,13990000,4,6,1902,59.930972
"Санкт-Петербург, проспект Энергетиков, 35к2, Большая Охта, Санкт-Петербург",45.0,4/5,15833,4200000,2,5,1968,59.95807
"Санкт-Петербург, Дегтярная улица, 20/25, Смольнинское, Санкт-Петербург",96.3,1/5,15123,12800000,3,6,1865,59.934127
"Санкт-Петербург, Ординарная улица, 3, Аптекарский остров, Санкт-Петербург",92.0,1/4,17690,10500000,4,5,1894,59.965255
"Санкт-Петербург, проспект Обуховской Обороны, 138к2, Рыбацкое, Санкт-Петербург",27.1,17/37,20669,3400000,0,36,2012,59.845785
"Ленинградская область, Всеволожский район, посёлок Мурино, Привокзальная площадь, 1Ак1, Санкт-Петербург",65.0,20/23,20002,7300000,2,17,2014,60.050237
"Санкт-Петербург, улица Оптиков, 34к1, № 65, Санкт-Петербург",26.0,12/22,21351,4550000,0,22,2015,59.999287
"Санкт-Петербург, Московский проспект, 193, Пулковский меридиан, Санкт-Петербург",69.5,4/10,18560,10990000,3,10,1957,59.851245
"Санкт-Петербург, Дальневосточный проспект, 57к2, Народный, Санкт-Петербург",45.0,5/5,19300,3700000,2,5,1963,59.88292
"Санкт-Петербург, Лыжный переулок, 3, № 65, Санкт-Петербург",103.0,13/15,15835,13000000,3,19,2012,59.999705
"Санкт-Петербург, Искровский проспект, 3к2, Невский округ, Санкт-Петербург",53.7,13/14,17692,4750000,2,9,1977,59.91249
"Санкт-Петербург, Обуховской Обороны пр. 73, Невская застава, Санкт-Петербург",56.7,5/5,20003,6000000,2,5,1949,59.90177
"Ворошилова ул, 29к1, Правобережный, Санкт-Петербург",92.0,16/19,15124,12500000,3,22,2013,59.932955
"Кирочная улица, д. 64, Смольнинское, Санкт-Петербург",243.0,12/12,18569,170000000,4,12,2009,59.940835
"Почтамтская, 8, Адмиралтейский округ, Санкт-Петербург",27.0,1/3,21353,4990000,0,,,59.932414
"Большая Зеленина ул, 44/6, Чкаловское, Санкт-Петербург",68.9,4/4,20671,10700000,2,4,1875,59.966138
"Санкт-Петербург, Брюсовская улица, 9, Пискарёвка, Санкт-Петербург",59.1,4/5,19302,5400000,3,5,1967,59.987353
"Пограничника Гарькавого ул, 44к1, Константиновское, Санкт-Петербург",44.5,5/5,15838,4100000,2,5,1967,59.828844
"Санкт-Петербург, улица Зины Портновой, 11, подъезд 2, Дачное, Санкт-Петербург",57.0,1/9,17695,5400000,3,,,59.855218
"Санкт-Петербург, Херсонская улица, 3, Смольнинское, Санкт-Петербург",17.0,2/6,18570,2800000,0,5,1903,59.929736
"Санкт-Петербург, улица Стойкости, 2/11, Ульянка, Санкт-Петербург",45.6,7/9,21354,5900000,2,9,1969,59.8285
"Санкт-Петербург, Краснопутиловская улица, 8, Автово, Санкт-Петербург",55.1,4/7,15132,6200000,2,7,1960,59.874693
"ул Оборонная, 14, Нарвский округ, Санкт-Петербург",56.0,2/5,20672,5900000,2,5,1955,59.893669
"Санкт-Петербург, улица Уточкина, 2к1, Озеро Долгое, Санкт-Петербург",38.7,9/12,20006,5199000,1,12,1988,60.009935
"Санкт-Петербург, Богатырский проспект, 64к1, № 65, Санкт-Петербург",70.0,8/12,15839,10500000,2,12,2009,60.008698
"Приморский просп., д. 46, корп. 2, № 65, Санкт-Петербург",73.4,3/7,19303,14990000,2,8,2017,59.983067
"Ломоносов, Санкт-Петербург, улица Федюнинского, 16, Ломоносов, Санкт-Петербург",60.9,6/9,17699,5000000,3,9,1999,59.900326
"Каменноостровский проспект, д. 73-75, Аптекарский остров, Санкт-Петербург",390.0,6/6,18571,95000000,5,6,1913,59.975279
"Красное Село, Санкт-Петербург, Гатчинское шоссе, 13к2, Красное Село, Санкт-Петербург",50.0,5/5,20683,3600000,2,5,1967,59.718543
"Санкт-Петербург, Ленинский проспект, 82к1, Южно-Приморский округ, Санкт-Петербург",67.0,14/16,20009,8199000,2,20,2011,59.858367
"Санкт-Петербург, улица Черкасова, 12к1, № 21, Санкт-Петербург",46.0,1/9,21355,4500000,2,9,1975,60.029036
"Санкт-Петербург, проспект Энергетиков, 30к5, Большая Охта, Санкт-Петербург",67.7,3/3,15137,5300000,2,,,59.95644
"Санкт-Петербург, Брюсовская улица, 22, Пискарёвка, Санкт-Петербург",46.0,2/5,15840,4100000,2,,,59.987546
"Почтамтская ул, 11, Адмиралтейский округ, Санкт-Петербург",117.3,4/5,17702,17500000,3,,,59.931833
"Пушкин, Санкт-Петербург, Московская улица, 5, Пушкин, Санкт-Петербург",87.0,2/4,18574,9150000,3,4,1917,59.721883
"Санкт-Петербург, Комендантский проспект, 40к3, Юнтолово, Санкт-Петербург",37.1,1/9,19304,4275000,1,,,60.022886
"Луначарского пр-кт, 15к1, Сосновское, Санкт-Петербург",89.2,14/25,21356,13500000,2,25,2007,60.04211
"Санкт-Петербург, Пискарёвский проспект, 40к2, Пискарёвка, Санкт-Петербург",35.7,14/20,20010,4800000,1,20,2010,59.985084
"Выборгская ул, 5А, Сампсониевское, Санкт-Петербург",70.5,5/10,20686,13200000,2,10,2015,59.964895
